Ticker,Company,StartDate,EndDate,Simple Moving Average,Relative Strength Index,Moving Average Convergence Divergence,Moving Average Convergence Divergence Signal,Bollinger Upper Band,Bollinger Lower Band,On-Balance Volume,Average True Range,Average Directional Index,Output
JNJ,Johnson & Johnson,2016-04-30,2016-05-30,87.8327558102815,66.4150104229174,0.5723804226035373,0.5212187952684708,89.69297298482327,85.97253863573974,1613150.0,0.9035216415405296,22.79354872803645,4.065116882324219
JNJ,Johnson & Johnson,2016-05-15,2016-06-14,88.74157125299627,60.639497502422856,0.5007778792456244,0.4309956881354703,90.16296866307415,87.32017384291836,-12736207.31707317,0.9027296605359044,21.490908382452343,4.882858276367188
JNJ,Johnson & Johnson,2016-05-30,2016-06-29,89.804329698736,63.49960570093932,0.3947751982053473,0.3248570696680192,91.88297649039386,87.72568290707815,-13344185.365853658,0.8437957669453967,17.765649896860687,4.898612976074219
JNJ,Johnson & Johnson,2016-06-14,2016-07-14,91.49760166515004,71.00005063198945,0.5321657649075406,0.3927729354262945,94.49847015609691,88.49673317420314,10526658.536585366,0.9667684331573864,16.717044547417977,0.1729965209960937
JNJ,Johnson & Johnson,2016-06-29,2016-07-29,93.99430447454036,75.8208448626301,1.063799614633046,0.9111915047512748,97.58004146646908,90.40856748261167,54179869.047619045,0.9893064715755806,11.424972223715258,-3.637252807617188
JNJ,Johnson & Johnson,2016-07-14,2016-08-13,96.40752840042114,70.62194912678208,0.742902925810208,0.6762377139625876,99.30232909391292,93.51272770692935,31908223.25581396,0.9548328662026208,10.025471887131124,-3.30340576171875
JNJ,Johnson & Johnson,2016-07-29,2016-08-28,97.29939210311224,51.13524760430267,0.4213830882630885,0.4644466548196241,99.3198736810441,95.27891052518042,18222961.904761903,0.8833599477691786,18.99366955530779,-0.997283935546875
JNJ,Johnson & Johnson,2016-08-13,2016-09-12,96.3899834546176,35.48485654036104,-0.2000326506410762,-0.1332398732912864,98.65746837263258,94.12249853660256,-21098912.19512195,0.8220563723799788,18.949701839958568,-0.4669723510742187
JNJ,Johnson & Johnson,2016-08-28,2016-09-27,94.83063673539596,36.34969758929888,-0.6275097302781434,-0.5657967587388452,96.62507603107746,93.0361974397145,-42575924.3902439,0.7982114501206677,17.21672095851021,-2.548736572265625
JNJ,Johnson & Johnson,2016-09-12,2016-10-12,94.04782042069868,46.46952175722096,-0.340043785211077,-0.3233281815624521,95.17481273012908,92.92082811126828,-17828719.51219512,0.9248797468657782,20.679705216002063,1.5039138793945312
JNJ,Johnson & Johnson,2016-09-27,2016-10-27,93.67613707832668,44.014265600804016,-0.275857040510624,-0.2084826825337968,95.28661929455176,92.06565486210155,-4232635.714285715,0.9380900962731186,40.488955238731016,0.2839279174804687
JNJ,Johnson & Johnson,2016-10-12,2016-11-11,92.84234552001952,45.38847381540492,-0.314731727416411,-0.2802550468766236,95.23060625575025,90.45408478428882,17526959.09090909,1.112467084684987,48.86369191538121,-5.148353576660156
JNJ,Johnson & Johnson,2016-10-27,2016-11-26,92.04034115473428,46.109916877408345,-0.3390702986993926,-0.3181255758471586,94.98895126703388,89.09173104243472,28592527.906976745,1.1768587139931157,48.794134767124085,1.458526611328125
JNJ,Johnson & Johnson,2016-11-11,2016-12-11,91.60452738222868,43.75859559479181,-0.3841175363316939,-0.3116588831497194,94.67387339183026,88.53518137262712,769057.1428571428,1.1758098384138571,49.08907921124208,3.2039794921875
JNJ,Johnson & Johnson,2016-11-26,2016-12-26,90.96842916662044,47.16972827153936,-0.0921248986883849,-0.1023436457878402,94.11800034937586,87.81885798386499,-15621980.48780488,1.1861380551517653,31.75738938710438,-3.3474273681640625
JNJ,Johnson & Johnson,2016-12-11,2017-01-10,90.8500295639038,53.36795720739345,-0.377489722318735,-0.401190615619713,93.68920354450287,88.01085558330476,-33682443.58974359,1.0764088052234908,14.769034438924349,-2.295379638671875
JNJ,Johnson & Johnson,2016-12-26,2017-01-25,91.68699703216554,55.45601860965552,0.238488676758481,0.2271008562494764,93.6043854159824,89.76960864834867,-22325584.615384616,0.9908212592907416,23.99031244066295,7.922218322753906
JNJ,Johnson & Johnson,2017-01-10,2017-02-09,91.55862052554174,41.78323955866052,-0.1430708546591859,-0.0993266967663467,93.15192514481646,89.96531590626704,-33133502.5,1.079391339392807,34.998070403108734,10.875205993652344
JNJ,Johnson & Johnson,2017-01-25,2017-02-24,91.06169088454472,53.50528004685548,-0.1178607918508934,-0.1717229277787685,93.3875422103427,88.73583955874678,-32271255.0,0.878463318516524,37.192827851303726,3.6744232177734375
JNJ,Johnson & Johnson,2017-02-09,2017-03-11,92.7176289599875,74.39392697129627,0.3750728624659115,0.1879941736146518,96.95068717642566,88.4845707435493,-11986159.523809524,1.008419107468691,14.727576791875425,-1.034942626953125
JNJ,Johnson & Johnson,2017-02-24,2017-03-26,96.47174692568574,86.70155216236924,1.3428428928159892,1.1302057616761298,101.84993629327714,91.0935575580943,48139407.14285714,1.0437140307799078,8.618075651334578,-2.077919006347656
JNJ,Johnson & Johnson,2017-03-11,2017-04-10,99.9519041408192,65.98159832906536,1.4595381688259568,1.3703481874824794,103.78639256492046,96.11741571671796,55009397.56097561,1.058603264218014,12.37887551919292,-1.3719253540039062
JNJ,Johnson & Johnson,2017-03-26,2017-04-25,100.7529305718162,45.577317713727474,0.2686390267660885,0.300509161843442,103.12770207379673,98.37815906983566,-7000539.024390244,1.0098082802212869,32.62510340111403,3.7065277099609375
JNJ,Johnson & Johnson,2017-04-10,2017-05-10,99.86599277149548,36.55894003527308,-0.3358856491644464,-0.2917532298932992,101.92910264499996,97.80288289799095,-37487536.585365854,0.9243617435816373,29.130748606329703,6.583290100097656
JNJ,Johnson & Johnson,2017-04-25,2017-05-25,99.35519029368524,52.68299299986494,-0.1635047075717087,-0.204061513086737,101.56065194221084,97.14972864515964,-19249719.04761905,0.8561526420704285,16.827357588546846,7.88214111328125
JNJ,Johnson & Johnson,2017-05-10,2017-06-09,100.28413296575133,67.34010507314942,0.2874615545406501,0.172386240666762,103.18870612660704,97.3795598048956,6536461.904761905,0.9109344200045248,18.463500637154183,1.607086181640625
JNJ,Johnson & Johnson,2017-05-25,2017-06-24,102.80863914489744,81.0386942816605,0.8518965461759371,0.6810474289517247,106.54771674949647,99.06956154029842,35985179.069767445,0.8542936043654997,11.608859823476562,-0.9045257568359376
