Ticker,Company,StartDate,EndDate,Simple Moving Average,Relative Strength Index,Moving Average Convergence Divergence,Moving Average Convergence Divergence Signal,Bollinger Upper Band,Bollinger Lower Band,On-Balance Volume,Average True Range,Average Directional Index,Output
JNJ,Johnson & Johnson,2016-04-30,2016-05-30,87.83275799958602,66.41487128515361,0.572383026248119,0.5212213331557267,89.6929701619108,85.97254583726125,1613150.0,0.9035204965223356,22.79359139469506,1
JNJ,Johnson & Johnson,2016-05-15,2016-06-14,88.74157312566584,60.63958018283249,0.5007807492409434,0.4309984009323641,90.1629658461418,87.32018040518984,-12736207.31707317,0.9027314037614516,21.49118233220144,1
JNJ,Johnson & Johnson,2016-05-30,2016-06-29,89.80432845028963,63.49971695382384,0.3947761418899922,0.3248579566159795,91.88297303990174,87.72568386067755,-13344185.365853658,0.8437966375935068,17.76466685087223,1
JNJ,Johnson & Johnson,2016-06-14,2016-07-14,91.49760256680575,71.00001926221525,0.5321673879502159,0.3927743723338169,94.49846998479715,88.49673514881435,10526658.536585366,0.9667664824775872,16.71714469327506,1
JNJ,Johnson & Johnson,2016-06-29,2016-07-29,93.99430482283884,75.82143438596795,1.063800653194959,0.911192570199358,97.58004080255806,90.4085688431196,54179869.047619045,0.9893073285753272,11.424316197828023,0
JNJ,Johnson & Johnson,2016-07-14,2016-08-13,96.40752770105998,70.62200642434333,0.7429074627049822,0.6762420905708103,99.30232398946112,93.51273141265884,31908223.25581396,0.9548313873588066,10.02558242021926,0
JNJ,Johnson & Johnson,2016-07-29,2016-08-28,97.29939566902492,51.13515652865919,0.4213859743698109,0.4644493888215356,99.31988544362876,95.27890589442111,20451047.61904762,0.8833603230318288,18.99398350834593,0
JNJ,Johnson & Johnson,2016-08-13,2016-09-12,96.3899839921431,35.484683836294224,-0.2000410604231811,-0.1332477954671793,98.6574675316826,94.12250045260366,-21098912.19512195,0.8220576367683708,18.950110947427053,0
JNJ,Johnson & Johnson,2016-08-28,2016-09-27,94.83063982183285,36.34957564207055,-0.6275084672276809,-0.5657953815701166,96.62508122779084,93.03619841587484,-42575924.3902439,0.7982097366984706,17.215400213421635,0
JNJ,Johnson & Johnson,2016-09-12,2016-10-12,94.04781735160132,46.4694749049943,-0.3400415424199522,-0.3233261553299646,95.17480420296896,92.92083050023368,-24866209.756097563,0.9248760437458716,20.68241757611992,1
JNJ,Johnson & Johnson,2016-09-27,2016-10-27,93.67613825590716,44.01438946075975,-0.2758495235085331,-0.2084756176430153,95.28662679246438,92.0656497193499,-4232635.714285715,0.9380924248894036,40.48842867382798,1
JNJ,Johnson & Johnson,2016-10-12,2016-11-11,92.84234400939944,45.38854999760474,-0.3147320112244461,-0.2802552631930894,95.2306037689219,90.4540842498769,17526959.09090909,1.1124687170292442,48.86311326544317,0
JNJ,Johnson & Johnson,2016-10-27,2016-11-26,92.04033864339192,46.109982647093325,-0.3390696118575867,-0.318124840136114,94.9889508208028,89.09172646598104,28592527.906976745,1.1768589710080732,48.7928521560766,1
JNJ,Johnson & Johnson,2016-11-11,2016-12-11,91.6045291568922,43.75862282878657,-0.3841198248314891,-0.3116608928276336,94.6738693502948,88.53518896348959,769057.1428571428,1.1758078143854394,49.08865338893848,1
JNJ,Johnson & Johnson,2016-11-26,2016-12-26,90.96843495802446,47.16966093559069,-0.0921241982674045,-0.1023428330978183,94.11800256197718,87.81886735407173,-15621980.48780488,1.1861372925636773,31.756134048247187,0
JNJ,Johnson & Johnson,2016-12-11,2017-01-10,90.85002946853638,53.36767523913841,-0.3774926358833484,-0.4011931349203653,93.68920633962615,88.01085259744659,-33682443.58974359,1.0764112596234543,14.769080321228255,0
JNJ,Johnson & Johnson,2016-12-26,2017-01-25,91.68699100494383,55.45644205876868,0.2384894217136654,0.2271013673500444,93.60436882542014,89.76961318446754,-22325584.615384616,0.9908187924724404,23.98799373934438,1
JNJ,Johnson & Johnson,2017-01-10,2017-02-09,91.55862010774158,41.783198302179066,-0.1430722091667419,-0.0993279463213013,93.15192158073712,89.96531863474604,-33133502.5,1.079390623853953,34.99992697216824,1
JNJ,Johnson & Johnson,2017-01-25,2017-02-24,91.06168676103864,53.505045599867074,-0.1178565349386158,-0.1717188264888781,93.387538821876,88.7358347002013,-32271255.0,0.8784615104789527,37.19239503836316,1
JNJ,Johnson & Johnson,2017-02-09,2017-03-11,92.71762438235076,74.39394250736561,0.3750734442877809,0.1879946620024427,96.95068046849735,88.48456829620415,-11986159.523809524,1.0084174572006603,14.7279742800517,0
JNJ,Johnson & Johnson,2017-02-24,2017-03-26,96.47174384075662,86.70151354026811,1.3428424703400943,1.1302053643391348,101.84993313238738,91.0935545491259,48139407.14285714,1.043712838051161,8.617838600920223,0
JNJ,Johnson & Johnson,2017-03-11,2017-04-10,99.95190315246585,65.98142769362113,1.4595369583915372,1.370346902141809,103.78640216184483,96.1174041430868,55009397.56097561,1.058601243394676,12.379200459149777,0
JNJ,Johnson & Johnson,2017-03-26,2017-04-25,100.75293123071845,45.57756617413769,0.2686396144810754,0.3005094879334201,103.12770452937212,98.37815793206477,-7000539.024390244,1.009807550393374,32.62547256972444,1
JNJ,Johnson & Johnson,2017-04-10,2017-05-10,99.8659921646118,36.55922406505605,-0.3358871812238873,-0.2917546207669582,101.929102379429,97.8028819497946,-37487536.585365854,0.9243604201022791,29.13301347311533,1
JNJ,Johnson & Johnson,2017-04-25,2017-05-25,99.35519337861436,52.68310163522642,-0.1635057947898718,-0.2040623281291126,101.5606524422928,97.1497343149359,-19249719.04761905,0.8561512952755569,16.825329991251916,1
JNJ,Johnson & Johnson,2017-05-10,2017-06-09,100.28413304867952,67.33998914475234,0.2874612125970075,0.1723860375807167,103.18869848389512,97.37956761346398,6536461.904761905,0.9109340511519074,18.46209097474024,1
JNJ,Johnson & Johnson,2017-05-25,2017-06-24,102.80863437652587,81.03870045217688,0.8518901336114442,0.6810411234202661,106.54771305534956,99.0695556977022,35985179.069767445,0.8542898960567343,11.609105666508404,0
JNJ,Johnson & Johnson,2017-06-09,2017-07-09,105.68324371684685,78.38267414345374,1.2882469042410063,1.1580722922903686,109.36585756075402,102.00062987293958,68230787.80487806,1.018511971598605,8.163614337713906,1
JNJ,Johnson & Johnson,2017-06-24,2017-07-24,107.549957711356,63.2142187212304,0.7066611016284596,0.6606915297810448,110.6040969980071,104.49581842470496,47072805.0,1.0450528377237305,15.690939264189694,0
JNJ,Johnson & Johnson,2017-07-09,2017-08-08,107.59712697809393,47.96436481052892,0.1921406927436427,0.2002462349504863,110.1148966392885,105.07935731689936,32423980.48780488,1.1701961060779793,15.782395036392026,0
JNJ,Johnson & Johnson,2017-07-24,2017-08-23,107.33304663571448,51.11016376997275,-0.425817688088014,-0.4168132010125066,109.55702236183753,105.10907090959137,-23979880.48780488,1.22344367054822,9.716993703704423,0
JNJ,Johnson & Johnson,2017-08-08,2017-09-07,107.3714718694272,50.333581857568014,0.1681058538875675,0.1710776742087754,109.02411963754253,105.71882410131192,-7912245.238095238,1.2331330429865397,20.115628379068657,1
JNJ,Johnson & Johnson,2017-08-23,2017-09-22,107.392032400767,52.8236404825668,0.0214349512538703,-0.0049657816569001,108.8926403790948,105.8914244224392,-12538200.0,1.2710914058059843,47.43108935097717,1
JNJ,Johnson & Johnson,2017-09-07,2017-10-07,107.42665691375733,48.427367710133744,0.0788625389793909,0.0881364082628936,109.65027187903485,105.20304194847984,7028062.790697674,1.2203854521099051,32.95153423798085,1
JNJ,Johnson & Johnson,2017-09-22,2017-10-22,107.81379072769828,59.40138626022154,0.2324701554294741,0.1226989278943597,111.18985588716671,104.43772556822988,11395542.857142856,1.2010644774732266,25.949053807653847,0
